hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
UM St. Joseph Medical Center,35-2445106,72125,CPT,HC CT CERVICAL SPINE WO CONTRAST,both,,,,gross,152.81,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72125,CPT,HC CT CERVICAL SPINE WO CONTRAST,both,,,,discounted_cash,149.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72125,CPT,HC CT CERVICAL SPINE WO CONTRAST,both,,,,min,149.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72125,CPT,HC CT CERVICAL SPINE WO CONTRAST,both,,,,max,152.81,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72127,CPT,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72127,CPT,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72127,CPT,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72127,CPT,HC CT CERVICAL SPINE WO&W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,gross,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,discounted_cash,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,min,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,max,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,77014,CPT,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,gross,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,77014,CPT,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,discounted_cash,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,77014,CPT,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,min,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,77014,CPT,HC CT GUIDANCE RADIATION TX FIELD PLACEMENT,both,,,,max,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN W CONTRAST,both,,,,gross,123.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN W CONTRAST,both,,,,discounted_cash,121.42,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN W CONTRAST,both,,,,min,121.42,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN W CONTRAST,both,,,,max,123.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70460,CPT,HC CT HEAD OR BRAIN W CONTRAST,both,,,,gross,123.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70460,CPT,HC CT HEAD OR BRAIN W CONTRAST,both,,,,discounted_cash,121.42,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70460,CPT,HC CT HEAD OR BRAIN W CONTRAST,both,,,,min,121.42,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70460,CPT,HC CT HEAD OR BRAIN W CONTRAST,both,,,,max,123.9,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,gross,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,discounted_cash,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,min,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,max,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70450,CPT,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,gross,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70450,CPT,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,discounted_cash,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70450,CPT,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,min,85.0,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70450,CPT,HC CT HEAD OR BRAIN WO CONTRAST,both,,,,max,86.73,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70470,CPT,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70470,CPT,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70470,CPT,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70470,CPT,HC CT HEAD OR BRAIN WO&W CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,gross,227.15,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,discounted_cash,222.61,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,min,222.61,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,max,227.15,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75572,CPT,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,gross,227.15,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75572,CPT,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,discounted_cash,222.61,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75572,CPT,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,min,222.61,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75572,CPT,HC CT HEART W CONTRAST W 3D IMAGE,both,,,,max,227.15,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART AWARE SCREENING,both,,,,gross,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART AWARE SCREENING,both,,,,discounted_cash,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART AWARE SCREENING,both,,,,min,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART AWARE SCREENING,both,,,,max,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART AWARE SCREENING,both,,,,gross,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART AWARE SCREENING,both,,,,discounted_cash,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART AWARE SCREENING,both,,,,min,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART AWARE SCREENING,both,,,,max,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,gross,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,discounted_cash,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,min,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,max,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,gross,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,discounted_cash,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,min,80.95,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,75571,CPT,HC CT HEART WO CONTRAST W CORONARY CALCIUM,both,,,,max,82.6,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,gross,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,discounted_cash,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,min,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,350,RC,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,max,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,76380,CPT,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,gross,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,76380,CPT,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,discounted_cash,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,76380,CPT,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,min,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,76380,CPT,HC CT LIMITED OR LOCALIZED FOLLOW-UP STUDY,both,,,,max,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73701,CPT,HC CT LOWER EXTREMITY W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73701,CPT,HC CT LOWER EXTREMITY W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73701,CPT,HC CT LOWER EXTREMITY W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73701,CPT,HC CT LOWER EXTREMITY W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73700,CPT,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73700,CPT,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73700,CPT,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73700,CPT,HC CT LOWER EXTREMITY WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,gross,247.8,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,discounted_cash,242.84,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,min,242.84,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,max,247.8,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73702,CPT,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,gross,247.8,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73702,CPT,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,discounted_cash,242.84,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73702,CPT,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,min,242.84,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,73702,CPT,HC CT LOWER EXTREMITY WO&W CONTRAST,both,,,,max,247.8,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72132,CPT,HC CT LUMBAR SPINE W CONTRAST,both,,,,gross,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72132,CPT,HC CT LUMBAR SPINE W CONTRAST,both,,,,discounted_cash,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72132,CPT,HC CT LUMBAR SPINE W CONTRAST,both,,,,min,190.23,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72132,CPT,HC CT LUMBAR SPINE W CONTRAST,both,,,,max,194.11,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72131,CPT,HC CT LUMBAR SPINE WO CONTRAST,both,,,,gross,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72131,CPT,HC CT LUMBAR SPINE WO CONTRAST,both,,,,discounted_cash,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72131,CPT,HC CT LUMBAR SPINE WO CONTRAST,both,,,,min,145.71,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72131,CPT,HC CT LUMBAR SPINE WO CONTRAST,both,,,,max,148.68,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,352,RC,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72133,CPT,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,gross,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72133,CPT,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,discounted_cash,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72133,CPT,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,min,234.75,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,72133,CPT,HC CT LUMBAR SPINE WO&W CONTRAST,both,,,,max,239.54,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,gross,128.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,discounted_cash,125.47,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,min,125.47,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,max,128.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70487,CPT,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,gross,128.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70487,CPT,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,discounted_cash,125.47,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70487,CPT,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,min,125.47,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,70487,CPT,HC CT MAXILLOFACIAL AREA W CONTRAST,both,,,,max,128.03,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,gross,111.51,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
UM St. Joseph Medical Center,35-2445106,351,RC,HC CT MAXILLOFACIAL AREA WO CONTRAST,both,,,,discounted_cash,109.28,,,6/8/2026,352445106_UM-St.-Joseph-Medical-Center_standardcharges.csv
