hospital_name,hospital_ein,code,code_type,description,setting,billing_class,payer_name,plan_name,rate_type,rate_dollar,rate_percent,contracting_method,last_updated_on,source_file
University of Maryland Medical Center,52-1362793,510,RC,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,gross,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,discounted_cash,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,min,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,max,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,93793,CPT,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,gross,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,93793,CPT,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,discounted_cash,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,93793,CPT,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,min,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,93793,CPT,HC ANTICOAG MGMT PT WARFARIN 90+ MIN,outpatient,,,,max,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,gross,475.92,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,discounted_cash,466.4,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,min,466.4,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,max,475.92,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96130,CPT,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,gross,475.92,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96130,CPT,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,discounted_cash,466.4,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96130,CPT,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,min,466.4,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96130,CPT,HC PSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,max,475.92,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,gross,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,discounted_cash,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,min,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,max,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96131,CPT,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,gross,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96131,CPT,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,discounted_cash,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96131,CPT,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,min,349.8,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96131,CPT,HC PSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,max,356.94,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,gross,713.88,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,discounted_cash,699.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,min,699.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,max,713.88,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96132,CPT,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,gross,713.88,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96132,CPT,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,discounted_cash,699.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96132,CPT,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,min,699.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96132,CPT,HC NEUROPSYCH TESTING EVAL SERVICES 1ST HOUR,outpatient,,,,max,713.88,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,gross,535.41,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,discounted_cash,524.7,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,min,524.7,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,max,535.41,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96133,CPT,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,gross,535.41,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96133,CPT,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,discounted_cash,524.7,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96133,CPT,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,min,524.7,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96133,CPT,HC NEUROPSYCH TESTING EVAL SERVICES EACH ADDL HOUR,outpatient,,,,max,535.41,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,gross,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,discounted_cash,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,min,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,max,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96136,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,gross,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96136,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,discounted_cash,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96136,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,min,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96136,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,max,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,gross,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,discounted_cash,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,min,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,max,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96137,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,gross,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96137,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,discounted_cash,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96137,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,min,408.1,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96137,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,max,416.43,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,gross,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,discounted_cash,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,min,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,max,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96138,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,gross,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96138,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,discounted_cash,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96138,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,min,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96138,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, 1ST 30 MIN",outpatient,,,,max,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,gross,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,discounted_cash,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,min,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,918,RC,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,max,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96139,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,gross,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96139,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,discounted_cash,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96139,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,min,583.0,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,96139,CPT,"HC PSYCH OR NEUROPSYCH TEST ADMIN BY TECH, 2 OR MORE TESTS, EACH ADDL 30 MIN",outpatient,,,,max,594.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,391,RC,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,gross,1249.29,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,391,RC,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,discounted_cash,1224.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,391,RC,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,min,1224.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,391,RC,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,max,1249.29,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,36455,CPT,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,gross,1249.29,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,36455,CPT,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,discounted_cash,1224.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,36455,CPT,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,min,1224.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,36455,CPT,HC EXCHANGE TRANSFUSION BLOOD NOT NEWBORN,outpatient,,,,max,1249.29,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,gross,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,discounted_cash,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,min,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,max,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,gross,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,discounted_cash,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,min,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT TELEPHONIC,outpatient,,,,max,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,gross,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,discounted_cash,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,min,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,510,RC,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,max,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,gross,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,discounted_cash,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,min,116.6,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99211,CPT,HC TELEHEALTH VISIT A/V TECHNOLOGY,outpatient,,,,max,118.98,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,771,RC,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,gross,178.47,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,771,RC,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,discounted_cash,174.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,771,RC,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,min,174.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,771,RC,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,max,178.47,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,90480,CPT,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,gross,178.47,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,90480,CPT,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,discounted_cash,174.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,90480,CPT,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,min,174.9,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,90480,CPT,HC ADMIN COVID-19 VACCINE SINGLE DOSE,outpatient,,,,max,178.47,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,gross,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,discounted_cash,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,min,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,max,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99605,CPT,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,gross,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99605,CPT,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,discounted_cash,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99605,CPT,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,min,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99605,CPT,HC MTM INITIAL 15 MIN NEW PT,outpatient,,,,max,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,gross,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,discounted_cash,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,min,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,max,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99606,CPT,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,gross,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99606,CPT,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,discounted_cash,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99606,CPT,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,min,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,99606,CPT,HC MTM INITIAL 15 MIN EST PT,outpatient,,,,max,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM EA ADDTL 15 MIN NEW OR EST PT,outpatient,,,,gross,59.49,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM EA ADDTL 15 MIN NEW OR EST PT,outpatient,,,,discounted_cash,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
University of Maryland Medical Center,52-1362793,940,RC,HC MTM EA ADDTL 15 MIN NEW OR EST PT,outpatient,,,,min,58.3,,,6/8/2026,521362793_University-of-Maryland-Medical-Center_standardcharges.csv
